dsire_id,dsire_name,dsire_match_reason,source_url,llm_confidence,llm_open_questions,scenario,description,state(s),building type(s),building vintage(s),end use(s),tech(s),fuel type(s),base fuel,base fuel backup,modification,scope,ira,increase pct,performance level,performance units,credit pct,rebate amount,rebate units,start year,end year,applicable fraction,fraction notes
22631,Nevada - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.dot.nv.gov/mobility/alternative-fueling-infrastructure-plan,low,"EV charging infrastructure programs (NEVI) fall outside Scout's building energy equipment taxonomy (heating, cooling, water heating, envelope, etc.). Additionally, incentive amounts are competitive grants with no fixed per-unit rebate or formula given. Recommend excluding from incentives.csv.",reference,Nevada - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.dot.nv.gov/mobility/alternative-fueling-infrastructure-plan,NV,,all,,,electricity,,,,non-federal,,,,,,,,2022,,,
4690,ConEd (Electric) - Commercial and Industrial Energy Efficiency Program,expired,https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-commercial-industrial-buildings-customers/save-with-energy-efficiency-upgrades,low,"Program covers multiple commercial technologies (Unitary HVAC @ $75/ton, PTAC/PTHP @ $150/ton, VRF/Chillers @ $0.30/kWh saved, lighting, refrigeration). Selected Unitary HVAC ($75/ton) as candidate row. Specific efficiency performance thresholds (e.g. EER/IEER) and official start year are not stated in text and must be verified from the program manual.",reference,ConEd (Electric) - Commercial and Industrial Energy Efficiency Program: https://www.coned.com/en/save-money/rebates-incentives-tax-credits/rebates-incentives-tax-credits-for-commercial-industrial-buildings-customers/save-with-energy-efficiency-upgrades,NY,all commercial,all,cooling,central AC,electricity,all,,replace,non-federal,,,,,,75,$/ton,,2025,,
22562,NY-Sun PV Incentive Program (Commercial and Industrial),expired,https://www.nyserda.ny.gov/All-Programs/NY-Sun,low,Base incentive amounts depend on active MW block allocations which are not explicitly provided (Upstate block is currently fully allocated); solar PV is an onsite generation technology that falls outside standard Scout building end-use/equipment taxonomy.,reference,NYSERDA NY-Sun PV Incentive Program (Commercial and Industrial): https://www.nyserda.ny.gov/All-Programs/NY-Sun,NY,all commercial,all,all,PV,electricity,all,,,non-federal,,,,,,,,,2030,,
22098,NYSERDA Residential and Retail Energy Storage Incentive Program,expired,https://www.nyserda.ny.gov/All-Programs/Energy-Storage-Program/Developers-and-Contractors/Residential-and-Retail-Storage-Incentives,low,"Energy storage (battery systems) does not map directly to standard Scout HVAC/envelope/water heating technology categories. Incentive amounts vary by utility territory and sector (e.g., $200/kWh for residential rest of state, $250/kWh for Con Ed residential, $175/kWh for retail rest of state, $125/kWh for Westchester Con Ed retail). Multiple rows may need to be split out by sector and region.",reference,NYSERDA Residential and Retail Energy Storage Incentive Program: https://www.nyserda.ny.gov/All-Programs/Energy-Storage-Program/Developers-and-Contractors/Residential-and-Retail-Storage-Incentives,NY,"all residential, all commercial",all,all,all,electricity,,,replace,non-federal,,,,,,,$/kWh,,2030,,
22657,New York - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.nyserda.ny.gov/All-Programs/ChargeNY/Charge-Electric/Charging-Station-Programs/National-Electric-Vehicle-Infrastructure-Program,low,"EV charging infrastructure is outside Scout's core building end-use and technology vocabulary (e.g., heating, cooling, water heating). No specific numeric rebate amounts, percentage credits, performance levels, or timeline years are defined in the text, as grants are awarded competitively.",reference,New York - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.nyserda.ny.gov/All-Programs/ChargeNY/Charge-Electric/Charging-Station-Programs/National-Electric-Vehicle-Infrastructure-Program,NY,all,all,,,electricity,,,,non-federal,,,,,,,,,,,
22649,Ohio - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://drive.ohio.gov/programs/electric/infrastructure/nevi/nevi,low,"EV charging infrastructure under the NEVI program (IIJA) does not map to standard Scout building end uses or equipment technologies. Additionally, incentive amounts are competitive grant awards rather than fixed dollar/percentage rebates per unit.",reference,DriveOhio NEVI Formula Grant Program: https://drive.ohio.gov/programs/electric/infrastructure/nevi/nevi,OH,all,all,all,all,electricity,,,,non-federal,,,,,,,,2023,,,
4217,Qualified Energy Property Tax Exemption for Projects 250 kW or Less,expired,https://development.ohio.gov/business/state-incentives/qualified-energy-project-tax-exemption,low,"This program provides a 100% property tax exemption for solar/wind electricity generation equipment (<=250 kW), rather than an upfront capital rebate or tax credit. Need to decide if solar PV / clean generation property tax exemptions should be modeled in Scout, and if so, how to convert property tax savings into equipment rebate/tax credit units.",reference,Ohio Qualified Energy Property Tax Exemption for Projects 250 kW or Less: https://development.ohio.gov/business/state-incentives/qualified-energy-project-tax-exemption,OH,all,all,all,all,electricity,,,,non-federal,,,,,,,,2010,2028,,
4311,Qualified Energy Property Tax Exemption for Projects over 250 kW (Payment in Lieu),expired,https://development.ohio.gov/business/state-incentives/qualified-energy-project-tax-exemption,low,"Program is a property tax exemption with a payment-in-lieu-of-tax (PILOT) structure ($6,000-$8,000/MW) for large commercial/utility renewable energy systems >250 kW. This does not map cleanly to Scout building equipment rebate formats ($/unit, credit %) or standard technology categories. Application deadline is December 31, 2028.",reference,Qualified Energy Property Tax Exemption for Projects over 250 kW (Payment in Lieu) - Ohio Development Services Agency: https://development.ohio.gov/business/state-incentives/qualified-energy-project-tax-exemption,OH,all commercial,all,all,all,electricity,,,,non-federal,,,250,kW,,,,,2028,,
22659,Oregon - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://www.oregon.gov/odot/climate/pages/nevi.aspx,low,"EV charging infrastructure funded via NEVI/IIJA is outside Scout's scope of building equipment energy decarbonization. Additionally, grant amounts are awarded competitively on a project-by-project basis so no specific rebate dollar amount, percentage, or building equipment performance threshold is available.",reference,Oregon Department of Transportation - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://www.oregon.gov/odot/climate/pages/nevi.aspx,OR,all,all,all,all,electricity,,,,non-federal,,,,,,,,2024,,,
22725,Rhode Island – Home Electrification and Appliance Rebate (HEAR) Program,expired,https://energy.ri.gov/energy-incentives/home-energy-rebate-program,low,"Program includes multiple technologies (electric panel upgrades, wiring, heat pump clothes dryers, and electric/induction stoves) and income tiers ($840 for low-income <80% AMI vs $420 for moderate-income 80-150% AMI). Drafted row specifically for heat pump clothes dryers at the low-income tier. Need guidance on whether to create separate rows for other technologies/income tiers. ENERGY STAR certification is required, but exact numeric efficiency threshold (e.g., Combined Energy Factor) is not explicitly stated in text.",reference,Rhode Island Home Electrification and Appliance Rebate (HEAR) Program: https://energy.ri.gov/energy-incentives/home-energy-rebate-program,RI,all residential,all,drying,clothes dryer,electricity,all,,replace,non-federal,yes,,,,,840,$/unit,2024,,,
22665,South Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://southcarolina-ev.com/,low,EV charging infrastructure is outside Scout's standard building equipment/envelope end uses. No specific numeric incentive amounts or tech specifications are provided in the input text. Reviewer should determine if EV programs belong in Scout sub_fed/incentives.csv.,reference,South Carolina - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://southcarolina-ev.com/,SC,all,all,all,all,electricity,,,,non-federal,,,,,,,,2024,,,
22660,South Dakota - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program,expired,https://dot.sd.gov/ev,low,"EV charging infrastructure does not map to standard Scout building equipment end uses or envelope technologies. Additionally, specific grant amounts per unit/site and detailed technical performance metrics are not specified in the summary.",reference,South Dakota Department of Transportation - National Electric Vehicle Infrastructure (NEVI) Formula Grant Program: https://dot.sd.gov/ev,SD,,,,,electricity,,,,non-federal,,,,,,,,2024,,,
22474,Alternative Fuel Vehicle Refueling Property Tax Credit (Corporate),expired,https://www.irs.gov/credits-deductions/alternative-fuel-vehicle-refueling-property-credit,low,"EV charging and alternative fuel refueling equipment do not fit standard Scout building end uses or technologies. The credit is 6% base or 30% with prevailing wage/apprenticeship requirements, capped at $100,000 per item of property. OBBB repealed this credit for equipment placed in service after June 30, 2026.",reference,Alternative Fuel Vehicle Refueling Property Tax Credit (Corporate): https://www.irs.gov/credits-deductions/alternative-fuel-vehicle-refueling-property-credit,all,all commercial,all,all,all,electricity,,,,federal,yes,,,,30,100000,$/unit,2023,2026,,
1271,Energy-Efficient Commercial Buildings Tax Deduction,expired,https://www.irs.gov/credits-deductions/energy-efficient-commercial-buildings-deduction,medium,"This is a tax deduction ranging from $0.50-$1.00/sq ft (base) to $2.50-$5.00/sq ft (with IRA prevailing wage/apprenticeship labor requirements) depending on energy cost savings (25%-50% over ASHRAE 90.1). Set rebate_amount to $0.50/sq ft base minimum. End year set to 2026 per OBBB repeal for construction starting after June 30, 2026. Reviewer should determine if/how Scout handles tax deductions vs standard tax credits/rebates and whether bonus tier ($2.50/sq ft) should be modeled.",reference,179D Energy-Efficient Commercial Buildings Tax Deduction: https://www.irs.gov/credits-deductions/energy-efficient-commercial-buildings-deduction,all,all commercial,all,all,all,all,all,,replace,federal,yes,,25,% energy savings,,0.50,$/sq ft,2023,2026,,
1272,Energy-Efficient New Homes Tax Credit for Home Builders,expired,,medium,"Section 45L applies to whole-building new construction (ENERGY STAR or DOE Zero Energy Ready Home) rather than single equipment upgrades. Rebate values range from $500 to $5,000 per unit depending on single-family vs. multifamily and prevailing wage requirements. Drafted $2,500 as the baseline single-family ENERGY STAR amount; reviewer should decide if separate rows are needed for ZERH ($5,000/unit) and multifamily tiers ($500-$5,000/unit).",reference,Section 45L Energy-Efficient New Homes Tax Credit: https://www.irs.gov/pub/irs-drop/n-23-65.pdf,all,all residential,new construction,all,all,all,all,,,federal,yes,,,,,2500,$/unit,2023,2026,,
